Name;Vote Account;Identity;REV;Inflation;MEV;Tx;User Tx;Vote Tx;Pri Fees;Sig Fees;Rewards;Stake;Votes;Latency;CU;Leader Slots;actual_stake_sol;stake_rank;mev_rank;rev_rank;inflation_pct;sig_fees_pct;priority_fees_pct;mev_pct;rev_pct;is_top10_stake;is_top20_stake;is_top50_stake;is_top10_mev;is_top20_mev;is_top50_mev;is_top10_rev;is_top20_rev;is_top50_rev
;Wh1teWn8PVimrF5FLJyrPzwzCFx5adGqjsWoTaLGsKK;Sh1ro1CaaVjNuihgNK6kay7jwcWzSqD2fdix6RNPaSh;0.46653378125;0.44810578125;0.0;1220.0;449.0;771.0;0.0152121;0.0032277;0.018428;1406.0;6702.0;1.011;29909033.0;64.0;89984;513;741;65;92.12;8.42;14.61;0.0;91.59;0;0;0;0;0;0;0;0;0
Nodz;A9jRCzF4uxLVnVs8ihQECtZ5ZMbHUvoZusddxTQ1iRQc;FNTPSUuRpDoJx1hwFmB5ncNLLMX42aE83P4hsFYUfNRL;0.46534455;0.43984375000000003;0.0041926;1320.0;551.0;769.0;0.0178365;0.0034837;0.0213082;1381.0;8852.0;1.025;35872472.0;48.0;66288;590;390;66;91.59;71.05;29.61;48.82;91.46;0;0;0;0;0;0;0;0;0
Vault;9bb63m29Xy1KiWqijLs3f8adTE4KcSmVkt1qPxGkbkna;CLsFr1KZVbAyz16iFpwg2e4hiekR1unpwyxfNdjBMaoE;0.4637665629629629;0.4238429629629629;0.011307;1242.0;512.0;729.0;0.0253287;0.0032987;0.0286166;1330.0;3671.0;1.136;33644633.0;108.0;143640;401;74;67;90.41;15.13;76.18;90.39;91.33;0;0;0;0;0;0;0;0;0
Dalhousie Blockchain Society;T6bpj6H6fr9GyKe73DcNjPbGeSk8twDsiNcU4srshrk;BSMe78Jk1BfeJDdHQj1aXVjrT2aMAYidyNAGQsTshrk;0.46309904444444444;0.41960194444444443;0.0053341;1359.0;588.0;771.0;0.0346014;0.003574;0.038163;1317.0;6023.0;1.509;33017824.0;36.0;47412;672;283;68;89.88;89.34;93.68;62.89;91.2;0;0;0;0;0;0;0;0;0
Mice Stakin';4269foF8CYyT8SynFSYHiKFzHva5YL6PoAQj9pH3mQmh;D8xKNftHzFcCekENuTEcFC1eoL9y8wNHEg4Q5z57KK4e;0.4618043333333333;0.43061083333333333;0.0077759;1302.0;561.0;740.0;0.0199837;0.003447;0.0234176;1351.0;8270.0;1.131;35238394.0;48.0;64848;596;158;69;90.93;56.32;44.87;79.34;91.06;0;0;0;0;0;0;0;0;0
;5cJyfCLBfghRtoCuVJNreJgNCStqXLrhHmRhSRYtbgtr;mds2fZEpJP688PqJHvfLxGyf2VFrcNkvjuUxNYCwjrq;0.46176315;0.44851775;0.0003604;1234.0;465.0;769.0;0.009654;0.0032421;0.012885;1407.0;10638.0;1.024;29687885.0;40.0;56280;641;724;70;92.38;9.34;1.58;4.87;90.93;0;0;0;0;0;0;0;0;0
Solary | 0% +MEV;DKeL7T5t7XXKSbWpM3i9mkV9hRhqrEDbVVyL63AJ7TqE;FyLVPAKkgdAy8Gn9jnFYN5yjC1ubQWRkw2EHt2UnC8uA;0.4616962388888889;0.4040901388888889;0.0248652;1240.0;477.0;762.0;0.0294531;0.0033005;0.0327409;1268.0;5961.0;1.01;30949935.0;72.0;91296;508;9;71;87.39;15.53;86.32;98.95;90.8;0;0;0;1;1;1;0;0;0
StakeChain;9QFvZhLvpbcFJTPkKq5wTWR2DGTXqrsP8z9igPgjSsZ1;49j9bnkdgVNxLwsZ9h88sPR5MYEmsUyKrrJ6ZW8ijBrb;0.4609076529411764;0.41609735294117645;0.0196368;1343.0;568.0;775.0;0.0216486;0.0035365;0.0251735;1305.0;6303.0;1.014;35798370.0;68.0;88740;516;21;72;89.62;84.08;56.71;97.37;90.67;0;0;0;0;0;1;0;0;0
Unruggable;unRgBLTLNXdBmenHXNPAg3AMn3KWcV3Mk4eoZBmTrdk;UNrgBLmc8JT6A3dxXY9DWeHvDezt2DZQbhg1KPQfqEL;0.4598469222222222;0.4346747222222222;0.0059285;1299.0;600.0;698.0;0.0158214;0.0034337;0.0192437;1365.0;11510.0;1.068;39183568.0;36.0;49140;665;245;73;91.2;50.92;18.16;67.89;90.54;0;0;0;0;0;0;0;0;0
Odyssey;odc2aCE7yWTcV8ApP1cHmVqQZTkLNduqaYyKE1XhpE3;odcvDWH5wHVKz9XtmGGxTj5ZsmawTjCCty3nyBKDGzS;0.45930531666666663;0.43586041666666664;0.0010991;1246.0;514.0;731.0;0.0190941;0.0032631;0.0223458;1368.0;8161.0;1.203;32900034.0;48.0;65664;594;707;74;91.33;11.58;38.16;7.11;90.41;0;0;0;0;0;0;0;0;0
;5Syh63iLwvddy7HqhnQbLnQfJGF2wRtQ2AVay6oFQmYK;D1A4F2yh38JLQExKjDiCi4G2tCMwj93c3sikseSSePKe;0.4591147;0.441654;0.0010044;1262.0;494.0;767.0;0.0131508;0.0033182;0.0164563;1397.0;7137.0;1.015;31755816.0;60.0;83820;526;710;75;91.85;17.76;7.11;6.71;90.28;0;0;0;0;0;0;0;0;0
Janitor;jntrMCSkeNagaMM437fhZxLYbFJh6pvj68bQDZx2pXf;jntr1vkzvSujfckGR6ANmFmirVoPBMNr5XJGKP5uDQA;0.45616245384615384;0.4217111538461538;0.0022604;1263.0;536.0;726.0;0.0288902;0.0033116;0.0321909;1323.0;7620.0;1.134;33884043.0;52.0;68796;582;571;76;90.14;16.58;85.13;25.0;90.14;0;0;0;0;0;0;0;0;0
Luke;GW8GgoeBpLM4TpeR2ePVcYYSoySBaKJgt2JiwoyjXRz3;ArMBx6veRq33ffEP9sxHafiPRgrtzww4XvbwZbSMfXiM;0.45258143125;0.42459203125;0.0030479;1333.0;576.0;757.0;0.0214539;0.0034994;0.0249415;1332.0;2103.0;1.111;36504795.0;192.0;255744;238;495;77;90.54;76.58;55.66;35.0;90.01;0;0;0;0;0;0;0;0;0
Buffalo Steve;B48pw5uXH7gkCibuCBPE6nezKsCmYfFFwveCeMHpq4iv;DupN8puwoPdFo9EYm8AXemEn9cMsore1QmZzfPaxyUG4;0.45238901875;0.41159171875;0.0019376;1231.0;462.0;769.0;0.0356513;0.0032217;0.0388597;1291.0;6703.0;1.01;29694875.0;64.0;82624;534;616;78;88.57;7.76;94.08;19.08;89.88;0;0;0;0;0;0;0;0;0
Teraswitch;eUkPmbsMwxMFr8v1m6sBYJ9MoZ2LpbiHNHWeZiGpFHp;H9METtoxNp2PhcDNxXwqpzBarJw9zJezhzdDEFgBqv8w;0.45154075;0.43246025;0.0017083;1359.0;587.0;771.0;0.013805;0.003581;0.0173722;1357.0;10721.0;1.011;37874902.0;40.0;54280;645;655;79;91.06;90.0;8.42;13.95;89.75;0;0;0;0;0;0;0;0;0
MonkeDAO;DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq;GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe;0.4499173952380952;0.4303430952380952;0.0039383;1316.0;554.0;762.0;0.0121825;0.0034657;0.015636;1351.0;5081.0;1.019;36361483.0;84.0;113484;457;412;80;90.67;65.0;4.87;45.92;89.62;0;0;0;0;0;0;0;0;0
Solstice;4vqwZsEEEsKtSqqEWbLyFAciWg66jGLP9zrbcZ1Hsrxb;5pZvwjSpGYCxpJeySwSbSAji7kZe4YntL7rQvXM3YcNT;0.4478011888888889;0.4213363888888889;0.0023095;1331.0;558.0;773.0;0.0206685;0.0034999;0.0241553;1326.0;5855.0;1.132;35276622.0;72.0;95472;499;567;81;90.01;76.84;50.53;25.53;89.49;0;0;0;0;0;0;0;0;0
Grassets Tech | Jito-BAM | IBRL;2g2QU1NDRax6i2mKzRwgRfdBFoDkMC6bj7Zp5Q3i8sCq;9FXD1NXrK6xFU8i4gLAgjj2iMEWTqJhSuQN8tQuDfm2e;0.44289049473684206;0.40563539473684207;0.0045542;1205.0;441.0;764.0;0.0295591;0.00315;0.0327009;1274.0;2820.0;1.014;28787437.0;152.0;193648;313;363;82;87.78;4.34;86.97;52.37;89.36;0;0;0;0;0;0;0;0;0
HashKey Cloud;Cat8oWQiFfrR3c7BcceTYcpnYCzSWfCPjMXT7mfHXvEP;GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS;0.44143695;0.41532325;0.004071;1292.0;519.0;773.0;0.0186594;0.0033973;0.0220427;1303.0;5353.0;1.015;32932811.0;80.0;104240;472;399;83;89.22;37.76;35.92;47.63;89.22;0;0;0;0;0;0;0;0;0
Chorus One Research;EogKVYgic8LKAuV1kR9nRqJaS5zpwCvSMfqoehzmAMpK;2abwQG3v2xRemFxRszVHSfnjJNe9zu5X8duKgxjyLeaK;0.44130015;0.41219675;0.0060684;1280.0;518.0;761.0;0.019668;0.0033783;0.023035;1294.0;4583.0;1.275;32718481.0;80.0;103520;476;235;84;88.7;32.5;42.11;69.21;89.09;0;0;0;0;0;0;0;0;0
Fundamental;ELE2xaC6i6pmeu7bfrYjBv4whBeTAbgwcg5hf2ythiBs;ELE1xBTfmHB7vuhSH94q23r6j3tuvTXYTqgm1u4uzMLk;0.44059275;0.42292874999999996;0.0009895;1176.0;445.0;730.0;0.013596;0.0030896;0.0166745;1327.0;9915.0;1.171;30172179.0;40.0;53080;652;712;85;90.28;3.29;8.03;6.45;88.96;0;0;0;0;0;0;0;0;0
Kevred;Gvt8s5Bwnhg4G27VbnT1Zkfh7Jsztq6CNvZcc5anPonS;2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM;0.44044367142857144;0.4128685714285714;0.0047168;1307.0;545.0;762.0;0.0194232;0.0034473;0.0228583;1295.0;2555.0;1.011;34904660.0;168.0;217560;271;340;86;88.83;56.58;40.26;55.39;88.83;0;0;0;0;0;0;0;0;0
Netrunner;phz34EcgWRCT9otPzRS2JtSzVHxQJk4SovqJvV1TQk8;phz1CRbEsCtFCh2Ro5tjyu588VU1WPMwW9BJS9yFNn2;0.4394994574074074;0.4108361574074074;0.0015172;1301.0;558.0;743.0;0.023736;0.0034216;0.0271461;1289.0;1846.0;1.143;36201719.0;216.0;278424;215;679;87;88.17;46.18;69.74;10.79;88.7;0;0;0;0;0;0;0;0;0
Limitless Systems;8yPiZWMNYMhEqTmPSRc6LsWLFC8pewYEzmgc5kRCLTrZ;D4r6Rcua2L7nHHhdaiZe2k2bTfPg2WQqcNYpG6bugvCG;0.4378460923076923;0.4155051923076923;0.0016992;1314.0;544.0;770.0;0.0171628;0.0034902;0.0206417;1303.0;2737.0;1.02;35195095.0;156.0;203268;293;657;88;89.49;73.95;26.32;13.68;88.57;0;0;0;0;0;0;0;0;0
DICS - Degen Infrastructure Core Services;4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu;CpNnGGhgVATJAbzHUXdrcGfpPiGuZyPka4QUmH7YgavX;0.4378078333333333;0.4075468333333333;0.0100506;1274.0;512.0;761.0;0.0168457;0.0033756;0.0202104;1302.0;7084.0;1.027;31987358.0;60.0;78120;549;99;89;87.91;31.97;23.95;87.11;88.44;0;0;0;0;0;0;0;0;0
Nodance 💃 00;B8Jud6Mqv1FSKpjBM2hPBqoPhGMAciX2UqR9WcepDF7F;7PpXQgDb9eCHN1Uudgi77Wm89cRz4T85YgDw83qvaJXd;0.4377566538461538;0.4190136538461538;0.0036994;1257.0;518.0;738.0;0.0117274;0.0033277;0.0150436;1315.0;7662.0;1.125;33230780.0;52.0;68380;583;432;90;89.75;19.47;3.68;43.29;88.3;0;0;0;0;0;0;0;0;0
NastiK;3Qvmhayko5Yn3sSXDsHsMzS8QjdU4CshQF2y6L276kgi;96XWbKem84optM8RLHhc8EYJQG8CCWA8F6oqWMPHDweN;0.43764895294117645;0.41118485294117646;0.001689;1317.0;549.0;767.0;0.0213274;0.0034598;0.0247751;1291.0;6260.0;1.023;34372402.0;68.0;87788;518;658;91;88.3;62.76;55.0;13.55;88.17;0;0;0;0;0;0;0;0;0
Swyke | ISO27001;BARLL1NvF3jPHQ3zb82q1v5m6uewcpkgRBYVNufQMWjo;4kL5QD8ir5CvkuvCUnQhBDuWhq3Xfnz3UfQLt4CqPQZQ;0.43633925;0.41480675;0.0;1352.0;583.0;768.0;0.0180191;0.0035271;0.0215325;1329.0;10685.0;1.018;38039673.0;40.0;53160;651;742;92;89.09;82.11;31.32;0.0;88.04;0;0;0;0;0;0;0;0;0
Royal;roYL9AoyuGae7uEAErzZhPSSxnLLZU4TNx8wmwCk77r;RoYLttggWwa2st3KAGEjnPhsq4NPD5QwaNVyyR8pTz4;0.43577193333333336;0.41458083333333334;0.0037311;1314.0;550.0;763.0;0.0140138;0.0034588;0.01746;1302.0;8931.0;1.012;36914356.0;48.0;62496;608;430;93;88.96;62.11;9.87;43.55;87.91;0;0;0;0;0;0;0;0;0
Litx - 0% Commission;D7WodK26tETSqyWBW35vvMGfige9afLEyTsm1Pvvropd;LitxAVo3RnYXD2sX1TyRJxfnKy48amXgyGiysPZjZwE;0.4349168;0.39626;0.0128473;1362.0;597.0;764.0;0.0222757;0.0035453;0.0258095;1243.0;7667.0;1.01;38346655.0;56.0;69608;577;59;94;86.6;86.18;60.53;92.37;87.78;0;0;0;0;0;0;0;0;0
Table Rock Jungle Lodge;6n8taYki7RscA1XW7xGmevLcqj855oSgDgjPe1dZyHfW;5FbKKGdEaFcxGxxaLKVvBes2JxiKbreh8w2ZpMcSQ2a5;0.43429996153846157;0.39762846153846154;0.0038021;1408.0;638.0;769.0;0.0291684;0.0037144;0.0328694;1274.0;3929.0;1.385;39304825.0;104.0;132496;422;423;95;86.99;97.63;85.39;44.47;87.65;0;0;0;0;0;0;0;0;0
WIZE Validator;3vwstewNgWAwN2uyuJduoZVVhmiwvAbwCxrjeJG6bASy;MBVyz9s72WSfUmbr1S8fgHjDJQkPs1Q4Wxi6A2Mees9;0.43276513076923073;0.40899173076923073;0.0047641;1274.0;513.0;760.0;0.0156518;0.0033699;0.0190093;1284.0;3988.0;1.067;33754591.0;104.0;133536;419;334;96;88.04;29.74;17.11;56.18;87.52;0;0;0;0;0;0;0;0;0
Stakely | 0% fee;BmMVRAVef2qmJ1tJpG3JwRUtnfEiTbvDw9ZeFEi4wE7D;2X7WoaXX9KPqNrNfvguhnwo3rjFPNsfw2t75fGjWRthz;0.4321896454545455;0.3969545454545455;0.0126366;1287.0;525.0;761.0;0.0192033;0.0034066;0.0225985;1245.0;4872.0;1.013;34618656.0;88.0;109560;462;61;97;86.73;40.53;39.08;92.11;87.39;0;0;0;0;0;0;0;0;0
;9YQXaP6VyiZepa1CCjGzBDZ1DZQ9rBSCfhKr5DLkUStz;Hu7pi2Xg5Kav8vSAUUr5CCZaEmMCzT6FgCTpueu3oBtW;0.4321462705882353;0.3899314705882353;0.0014794;1335.0;579.0;755.0;0.0372309;0.0035158;0.0407354;1223.0;5844.0;1.119;37263456.0;68.0;83164;529;685;98;85.94;79.47;94.87;10.0;87.25;0;0;0;0;0;0;0;0;0
livechanger;6SF5cmEXFFEmnFd5BwM4J6NkZhh3WfPkgmqdoAGjLLPX;7Nn8qBJey7vXtVFMNBbbuN8UkujU8Y6nWzbHVGuf49yV;0.4319291333333334;0.41534433333333337;0.0001626;1195.0;427.0;768.0;0.0132616;0.0031725;0.0164222;1303.0;7145.0;1.014;27917878.0;60.0;78180;548;727;99;89.36;5.0;7.37;4.47;87.12;0;0;0;0;0;0;0;0;0
xSTAKE | 0% fee;4EsJD6cpaae8rh27U9pHsfxAheCLQnze1bDvXZfpjcUv;4JahMMrVRS1gimWoXpD5H6KwKc2MrsoTDFMaStMttL1E;0.4297031592592593;0.3884617592592593;0.0067481;1285.0;515.0;770.0;0.0311148;0.0033911;0.0344933;1221.0;3974.0;1.01;34338485.0;108.0;131868;423;196;100;85.28;35.92;89.61;74.34;86.99;0;0;0;0;0;0;0;0;0
CH Dev;chdv8H9fPfk2zFqSVaxRjsEo2qEDmswbju3BVgAHPNb;chdvWr6T14nqGRFD37KY36dsvhkCtDaufW5rpu3AfHe;0.4294897833333333;0.4113395833333333;0.0040529;1288.0;519.0;768.0;0.010739;0.0033711;0.0140973;1290.0;8929.0;1.013;32944072.0;48.0;61920;616;403;101;88.44;30.53;2.63;47.11;86.86;0;0;0;0;0;0;0;0;0
stakeware.xyz | ferric;C616NHpqpaiYpqVAv619QL73vEqKJs1mjsJLtAuCzMX6;ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc;0.42946647837837837;0.40496837837837835;0.0048922;1290.0;516.0;774.0;0.0162425;0.0033749;0.0196059;1270.0;2896.0;1.014;33400761.0;148.0;187960;327;313;102;87.65;31.58;19.61;58.95;86.73;0;0;0;0;0;0;0;0;0
Xandeum Labs low fee + MEV = 🔥APY %;6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP;BitokuDHQiAhpUKrwx1VssAAoW5Rst8zB6gpfoaxM3Kh;0.4292950833333333;0.39424508333333336;0.0026371;1342.0;568.0;773.0;0.0288885;0.0035377;0.0324129;1260.0;3518.0;1.037;38290867.0;120.0;151200;384;536;103;86.2;84.74;85.0;29.61;86.6;0;0;0;0;0;0;0;0;0
thugDAO Validator;H7fXvnLCKtZqJBTipxeseabGfAZUdHJ9XuP6hCKrbvUb;5N9r2ne7dPgHtzeHC5ETJ3DAueKQiXSU8KAmEZrrojT7;0.42879989999999996;0.40354249999999997;0.0070439;1329.0;567.0;762.0;0.0147088;0.0035156;0.0182135;1290.0;17647.0;1.037;36299872.0;24.0;30960;711;182;104;87.25;79.34;12.24;76.18;86.47;0;0;0;0;0;0;0;0;0
Kawil;kawiL1oKtakS5xXsmeWKV9ubUJPtdgBrRU9EgHGDADf;KAW1LjxH73tRBd1XsaqsRsgeERFkg4WpdXUSqR4QjkW;0.4233034;0.4042925;0.0050987;1324.0;589.0;734.0;0.0104033;0.0035211;0.0139122;1269.0;26045.0;1.055;38389933.0;16.0;20304;735;301;105;87.52;80.66;2.37;60.53;86.33;0;0;0;0;0;0;0;0;0
The Library;bookLxG3LkSmt4htJ1x9zPw6E34RRMAi7sUn5mM3CNN;bookoVmqw4QjVj5BbkFacouadx9M7816wyRkfM7A5Lo;0.4228380538461538;0.3851661538461538;0.0125132;1336.0;606.0;730.0;0.021657;0.0035131;0.0251587;1212.0;3970.0;1.071;36994111.0;104.0;126048;431;63;106;84.89;79.08;56.84;91.84;86.2;0;0;0;0;0;0;0;0;0
StudentSOL;DPsW8v7gkGUbPPRnraS5e163bDepd9tD537X9S231T2j;8T8AJfUCXwPFwEMmjca8gCRSktPrqbUBVa6ggNyhLhFJ;0.4220816;0.3951;0.0080805;1272.0;542.0;729.0;0.0155453;0.0033669;0.0189011;1243.0;2906.0;1.141;33259520.0;136.0;169048;359;150;107;86.47;28.42;16.45;80.39;86.07;0;0;0;0;0;0;0;0;0
Solar | Empowering Youth | 0% Fee + MEV Rewards;so1arJJbp9sis5XpovLyjTZPk8bDjfs37Meghi5wXbu;7nzTzRZzezmugqE5ZjHRMxarhXunpwZ2PUdjV7uYzt7A;0.42187788863636366;0.3945669886363637;0.0032524;1274.0;509.0;765.0;0.0207016;0.0033692;0.0240585;1238.0;2436.0;1.012;33626887.0;176.0;217888;270;477;108;86.33;29.08;50.79;37.37;85.94;0;0;0;0;0;0;0;0;0
Stake.Cake;o27rnqfNHPwHsRp2xPXXwWzn2q2dGxn6UD4Rt5KMU5h;8augxYLUge2iWmitQMwbcBL5VQEpsM6aJdRofhwpnzyw;0.4179474666666666;0.3683031666666666;0.0211996;1265.0;536.0;729.0;0.0251031;0.0033534;0.0284447;1156.0;6617.0;1.135;35228341.0;60.0;69360;578;14;109;81.47;24.47;75.39;98.29;85.81;0;0;0;0;1;1;0;0;0
maxfillipov;GptPXjYUBUjxpRmueH6F5JcqizvjPTRDShTJQ8Vp6uN1;FCWkGAHDWK41ANjiaoPudkCZRkvTecaEkoZQugezUnpr;0.4163659;0.3918642;0.0028703;1282.0;519.0;762.0;0.0182729;0.0033714;0.0216314;1234.0;4270.0;1.076;32849228.0;100.0;123400;440;516;110;86.07;30.92;33.16;32.24;85.68;0;0;0;0;0;0;0;0;0
Dual Validator;CNcaYdqkCwxDpKSVK8in5f6kqrTiZ5SuHsHFDqx6jNvu;sZAqxCSN5kkVfG2s65Bje4jzCkD2aLyk21qU95PMf2Y;0.41628103333333333;0.39709333333333335;0.0047079;1241.0;514.0;726.0;0.0112224;0.0032687;0.0144798;1247.0;3624.0;1.148;33774302.0;108.0;134676;417;341;111;86.86;11.84;3.29;55.26;85.55;0;0;0;0;0;0;0;0;0
StakeWave;EjyNztuWsaiVFnEB3M6NSut6p6e8UHsUdE8BkmRLMHWp;8cnksBVjDPspn3AvmxJd8JKUdh4uWDDXzDemPmDctaHi;0.4150549625;0.3896265625;0.0036357;1332.0;574.0;758.0;0.018316;0.0034899;0.0217927;1222.0;13395.0;1.012;40065543.0;32.0;39104;695;439;112;85.81;73.68;33.68;42.37;85.41;0;0;0;0;0;0;0;0;0
Crypto Plant;EJ59wFK3qPrnsFFSpZ7jSwCnXe8hVQ12heXYUqry7Muc;F3tdN8SoakjEPb743VY18YyKJWYHo6rojV3nkas5YJh8;0.4146368793103448;0.38958637931034484;0.0031139;1294.0;531.0;762.0;0.0185419;0.003407;0.0219366;1223.0;3697.0;1.012;35186129.0;116.0;141868;404;488;113;85.68;40.79;34.74;35.92;85.28;0;0;0;0;0;0;0;0;0
ReFi Hub;ReFiSbuMcV8PMYcpvm9RmHDhF9HR3qyxsHZgf359NUx;ReFiqMfGnc7tW8WQtFFcJRPZSDAWDBnAsdoFYF2QnfR;0.4132996909090909;0.3886090909090909;0.0019419;1298.0;564.0;734.0;0.0193724;0.0033885;0.0227487;1221.0;8936.0;1.286;38638388.0;44.0;53724;648;614;114;85.41;35.13;39.74;19.34;85.15;0;0;0;0;0;0;0;0;0
Trillium: Stake, Earn, and Fuel Solana!;tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT;Tri1F8B6YtjkBztGCwBNSLEZib1EAqMUEUM7dTT7ZG3;0.41306461249999993;0.37527531249999996;0.0093448;1312.0;542.0;769.0;0.0250004;0.0034559;0.0284445;1177.0;2236.0;1.009;35621969.0;192.0;225984;261;115;115;82.92;60.53;74.61;84.87;84.89;0;0;0;0;0;0;0;0;0
;Jmki5fhBbottMSJ5EridlylnMiEuiYmapSyiitWaAHg9;6R7PwPfHt3jtrFrKil6lwiFx7RJumapWhviQtBQagPEj;0.41306461249999993;0.37527531249999996;0.0093448;1312.0;542.0;769.0;0.0250004;0.0034559;0.0284445;1177.0;2236.0;;35621969.0;192.0;225984;262;116;116;82.92;60.53;74.61;84.87;84.89;0;0;0;0;0;0;0;0;0
佛金疯 Solana Chinese Community;EtMSc3MvcDXUr6ChK5GxyFVwTxYA3zqP5XzjE9jwKvSV;EBk678aQvc3cUkfGyoehfw21JQfJXjmWuBeopYc89RSV;0.41300937857142855;0.33989767857142855;0.0026637;1291.0;532.0;758.0;0.0670386;0.0034229;0.070448;1067.0;7240.0;1.111;34853310.0;56.0;59752;626;535;117;71.22;46.97;99.21;29.74;84.76;0;0;0;0;0;0;0;0;0
LumLabs;3Z1N2Fkfha4ThNiRwN8RnU6U8dkFJ92DH2TFyLWJf8cj;9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf;0.4122231585365854;0.3860686585365854;0.007007;1282.0;537.0;745.0;0.0157824;0.0033768;0.0191475;1211.0;2526.0;1.069;33910948.0;164.0;198604;305;188;118;85.02;32.37;17.76;75.39;84.63;0;0;0;0;0;0;0;0;0
Official DogWifValidator - DFDV Powered;wifYT9aQQoKdJtzoXtBwqzjDoAytdxwv7kVLUytWug7;DURt7rLam3Dhm98nzV9gdbvc5BucoAQYE5HgCgGyYEbi;0.4097432;0.36623;0.0020091;1328.0;558.0;769.0;0.0380404;0.0034752;0.0415041;1149.0;7140.0;1.013;34827870.0;60.0;68940;580;606;119;80.95;67.89;95.39;20.39;84.49;0;0;0;0;0;0;0;0;0
EWR 0% Validator | No commission + Jito/MEV;5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z;FLVgaCPvSGFguumN9ao188izB4K4rxSWzkHneQMtkwQJ;0.40897100000000003;0.29462700000000003;0.0070242;1320.0;558.0;762.0;0.1038473;0.0034854;0.1073198;945.0;21334.0;1.019;34233337.0;20.0;18900;738;184;120;29.96;71.32;99.87;75.92;84.36;0;0;0;0;0;0;0;0;0
Solana Beach Validator;BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo;BeaCHioStqCEFDFxKwAEzyrUPYxqnBPhJ98gDKeEiTPb;0.40867454000000003;0.37565104000000005;0.0028203;1311.0;537.0;773.0;0.0267691;0.0034459;0.0302032;1196.0;857.0;1.051;34895975.0;500.0;598000;133;520;121;83.44;55.79;80.26;31.71;84.23;0;0;0;0;0;0;0;0;0
Chainlayer;8jxSHbS4qAnh5yueFp4D9ABXubKqMwXqF3HtdzQGuphp;4YGgmwyqztpJeAi3pzHQ4Gf9cWrMHCjZaWeWoCK6zz6X;0.4084685;0.38475750000000003;0.0048331;1224.0;452.0;771.0;0.0156672;0.0032234;0.0188779;1209.0;8222.0;1.019;29706034.0;52.0;62868;606;324;122;84.76;8.16;17.37;57.5;84.1;0;0;0;0;0;0;0;0;0
Selex Validator;6BUqzA7GtQJ3qZXHrViMSGFdXNvrbcD56Png1mNRqGN6;SELEXm1aELCweknS2tsG6A4WivjVvgrTWn9doHNLj66;0.40789620000000004;0.389444;0.0024107;1266.0;500.0;766.0;0.0127421;0.0033127;0.0160415;1221.0;5364.0;1.012;32801348.0;80.0;97680;496;551;123;85.55;16.97;6.18;27.63;83.97;0;0;0;0;0;0;0;0;0
LootGo;H6rbcwuQtadcv9JvxLM7GEskF6xFXnrNT3iPkk4RfyBE;DeXsDvvZzKhVux4YfDFE6p4acJLGzr8yKt5pSTjzZB8t;0.40743969999999996;0.3614725;0.011844;1315.0;576.0;739.0;0.0306712;0.0034628;0.0341232;1135.0;3470.0;1.057;36952454.0;120.0;136200;413;69;124;80.03;64.08;88.68;91.05;83.84;0;0;0;0;0;0;0;0;0
Bitget Wallet;7tKWFaaLi2FJSqukHxUrnXph8M3ynrqn3kEkKPpgcNHZ;EdFUcP2f6j9iBg5BqsgJn3WDr1JieiKCo41hZ5Zrsk6w;0.40687121212121213;0.3829637121212121;0.0065524;1280.0;539.0;740.0;0.0139973;0.0033707;0.0173551;1202.0;2992.0;1.125;33970399.0;132.0;158664;375;205;125;84.36;30.0;9.47;73.16;83.71;0;0;0;0;0;0;0;0;0
Syndica;SyNdica7qx3njeVKNgXvV7KC1NjPYNS4fyb3NxgevLH;SyndicAgdEphcy5xhAKZAomTYhcF8xhC7za2UD9xeug;0.4065827962962963;0.3708812962962963;0.0031003;1286.0;514.0;771.0;0.0292262;0.0033879;0.0326012;1163.0;1983.0;1.014;33253386.0;216.0;251208;243;490;126;82.13;34.74;85.66;35.66;83.57;0;0;0;0;0;0;0;0;0
Stand With Ukraine;2ZiMfQaT59j86HVWCvspuMtBotnVBeTc3BKk3kKpwgKP;3DaPk6TdeGnEBwTR8fEyZSLkdayk6vZXrqGZhAgYK8BV;0.40602105384615383;0.38823865384615386;0.0046296;1216.0;496.0;719.0;0.009961;0.003203;0.0131528;1279.0;7515.0;1.159;33099255.0;52.0;66508;589;354;127;85.15;6.45;1.97;53.55;83.44;0;0;0;0;0;0;0;0;0
